GENE,fA,fC,fG,fT,rAC,rAG,rAT,rCG,rCT,rGT,ALPH,NDAP,SAME_SEQ1,SAME_SEQ2,SEED,SECS
0901,"23_0_0,12_0_0,12_0_0,18_0_0,15_2_0","17_0_0,4_0_0,7_0_0,14_0_0,22_0_0",22,205041511,0.487,0.120,0.163,0.230,0,0.829837,2.809445,4.663215,0.621412,1.245240,13.669126,1.000000,0.947450
0902,"19_0_0,18_0_0,2_1_0,11_0_0,4_0_0","15_0_0,14_0_0,1_1_0,9_0_0,7_0_0",24,262387291,0.429,0.219,0.200,0.153,0,0.551755,0.486078,0.699568,0.284319,0.000100,1.903948,1.000000,1.898169
0903,"15_0_0,4_0_0,1_0_0,11_1_0,11_0_0","22_0_0,7_0_0,2_0_0,9_1_0,9_0_0",24,495033119,0.252,0.220,0.288,0.240,0,1.926265,1.113823,1.974146,1.190148,0.279783,4.155265,1.000000,1.750450
0904,"11_0_0,4_2_0,11_1_0,1_0_0","9_0_0,7_2_0,9_1_0,2_0_0",15,771596639,0.425,0.134,0.119,0.322,0,0.161303,6996.394203,7407.687240,1061.598193,0.000580,5179.102477,1.000000,1.829026
0905,"23_0_0,18_0_0,11_0_0,4_0_0","17_0_0,14_0_0,9_0_0,7_0_0",21,427568935,0.166,0.232,0.307,0.294,0,0.468469,32874.989495,50378.522245,0.000100,15365.828630,33503.315887,1.000000,0.991161
0906,"18_0_0","14_0_0",22,535686919,0.306,0.150,0.259,0.285,0,0.486202,16.898603,38.536644,2.745745,16.057056,24.400996,1.000000,1.290126
0907,"2_0_0,11_0_0,11_0_0,1_1_0","1_0_0,21_0_0,9_0_0,2_1_0",23,246885684,0.300,0.262,0.224,0.213,0,0.945330,2398.780794,4841.761044,2283.085174,3040.240272,10239.013724,1.000000,0.521998
0908,"18_0_0,23_2_0,1_0_0,11_0_0","14_0_0,17_2_0,2_0_0,9_0_0",23,26836162,0.244,0.216,0.255,0.285,0,0.514189,4.028289,6.124562,2.225679,3.550704,6.770769,1.000000,1.589118
0909,"14_0_0,2_0_0","18_0_0,1_0_0",24,54907969,0.271,0.271,0.206,0.252,0,0.871211,12.930186,23.661905,0.000100,0.802560,11.500261,1.000000,0.781938
0910,"18_2_0,4_1_0,17_3_0,18_0_0,18_3_0,1_0_0,11_0_0","14_2_0,4_0_0,23_3_0,14_0_0,14_3_0,2_0_0,9_0_0",25,462981541,0.250,0.188,0.258,0.304,0,0.948333,6.157860,5.412400,1.937091,0.788898,8.533060,1.000000,11.017284
0911,"18_0_0,15_0_0,21_0_0,21_0_0,1_0_0","14_0_0,22_0_0,11_0_0,9_0_0,2_0_0",20,688184990,0.440,0.122,0.204,0.235,0,0.231850,120.334275,215.603035,6.573984,0.000100,482.838469,1.000000,1.278738
0912,"19_0_0,19_0_0,18_0_0,18_0_0,11_0_0,4_0_0","15_0_0,22_0_0,20_0_0,14_0_0,9_0_0,7_0_0",21,976867010,0.286,0.123,0.253,0.338,0,0.608911,5.104616,7.498790,1.609393,0.000100,9.554419,1.000000,0.810863
0914,"1_0_0,14_0_0","2_0_0,18_0_0",22,541438500,0.276,0.229,0.145,0.349,0,0.572382,5.971066,12.372797,2.690809,1.574365,6.160211,1.000000,0.202419
0915,"9_0_0,14_0_0","11_0_0,18_0_0",25,809665720,0.200,0.227,0.274,0.299,0,1.337388,75.236721,32.419543,20.023807,3.645030,34.220741,1.000000,0.707270
0916,"19_0_0,19_0_0,14_0_0,11_0_0,4_0_0","22_0_0,15_0_0,18_0_0,9_0_0,7_0_0",19,619326880,0.307,0.261,0.192,0.240,0,0.331982,39.630889,25.471958,12.181547,4.168201,33.876407,1.000000,0.757149
0917,"9_3_0","11_3_0",22,517917031,0.374,0.138,0.279,0.209,0,0.413127,9775.292119,3010.456476,2920.905190,572.771242,6719.431464,1.000000,1.900811
0918,"18_0_0,1_0_0","14_0_0,2_0_0",20,502363884,0.353,0.165,0.193,0.289,0,0.381994,1.023729,1.189433,0.751060,0.000100,5.360497,1.000000,2.617867
0919,"15_0_0,18_0_0,1_0_0,16_1_0,11_0_0","22_0_0,14_0_0,2_0_0,16_0_0,9_0_0",23,136345062,0.420,0.195,0.085,0.300,0,1.814778,1.085170,3.484795,0.809185,4.999795,3.477737,1.000000,2.235185
0920,"7_0_0,14_0_0,11_0_0","4_0_0,18_0_0,9_0_0",18,685898636,0.200,0.314,0.234,0.252,0,0.274387,1.646803,3.713661,0.694152,0.478926,3.743095,1.000000,0.629957
0921,"11_0_0,11_0_0,11_0_0,1_0_0","11_1_0,9_0_0,9_1_0,2_0_0",24,691564791,0.310,0.323,0.117,0.250,0,1.074692,1473.419256,11446.892185,2337.177405,4744.764060,9162.178277,1.000000,5.626976
0922,"22_1_0,22_1_0,1_0_0,9_0_0","19_0_0,22_0_0,2_0_0,11_0_0",18,876519267,0.299,0.125,0.289,0.287,0,0.625514,9519.335940,41682.585512,17711.254847,34870.353174,34833.194457,1.000000,0.508493
0923,"18_0_0,4_0_0","14_0_0,7_0_0",19,47450853,0.303,0.127,0.223,0.347,0,0.834981,11613.294261,11585.614119,3669.788801,1162.720943,18407.410230,1.000000,1.087897
0924,"1_0_0,11_0_0","2_0_0,9_0_0",25,552234910,0.342,0.220,0.213,0.225,0,0.994632,1.312391,1.270633,0.000100,0.000100,6.324950,1.000000,0.983359
0925,"18_0_0,11_1_0","14_0_0,9_1_0",21,233420518,0.363,0.267,0.193,0.176,0,0.391968,0.570393,1.712953,0.165642,0.000100,1.762848,1.000000,1.725733
0926,"18_0_0,11_0_0,1_0_0","14_0_0,9_0_0,2_0_0",22,996965960,0.317,0.155,0.226,0.303,0,0.633192,3398.552252,2664.267594,1819.181939,6634.141180,19847.367601,1.000000,0.971557
0927,"1_0_0,1_0_0,1_0_0","2_0_0,2_1_0,1_1_0",17,21806497,0.292,0.218,0.203,0.286,0,0.460606,0.000100,17.780057,0.320357,9.495184,23.158753,1.000000,0.275274
0928,"11_0_0","9_0_0",22,714108291,0.262,0.125,0.347,0.265,0,0.791913,9117.756632,7014.442640,3562.097842,15236.896661,10317.149042,1.000000,1.484861
0929,"18_0_0,1_0_0","14_0_0,2_0_0",22,5473112,0.374,0.202,0.146,0.278,0,0.424442,1919.414251,5410.418374,2136.560546,3783.686221,7720.374994,1.000000,3.121835
0930,"25_0_0,15_0_0,18_0_0,11_0_0,14_1_0","6_0_0,22_0_0,14_0_0,9_0_0,18_1_0",18,381666294,0.155,0.296,0.211,0.338,0,0.723745,139173.227240,271859.066648,11526.239584,31568.352223,110881.600507,1.000000,0.663242
0931,"19_1_0,19_1_0,1_0_0","6_1_0,22_1_0,2_0_0",22,162477174,0.457,0.137,0.190,0.217,0,0.613515,2.584163,3.111869,0.799546,3.775143,2.511626,1.000000,1.237239
0932,"18_0_0,11_0_0,1_0_0,4_0_0","14_0_0,9_0_0,2_0_0,7_0_0",23,866905685,0.263,0.310,0.162,0.266,0,0.666469,0.459610,1.790631,0.782096,0.202227,2.553920,1.000000,1.452714
0933,"14_0_0","18_0_0",22,664572625,0.342,0.158,0.213,0.287,0,0.388668,407.888740,1830.614189,877.777563,54.194058,1841.808988,1.000000,0.637688
0934,"19_0_0,1_0_0,11_0_0","15_0_0,2_0_0,9_0_0",19,306559,0.365,0.186,0.250,0.200,0,0.488537,6.959330,13.405675,1.844250,12.970654,12.484094,1.000000,1.122974
0935,"9_2_0,18_0_0,2_1_0,2_1_0,4_7_0,4_7_0,4_7_0,4_0_0","11_2_0,14_0_0,1_0_0,2_0_0,4_2_0,7_7_0,7_2_0,7_0_0",24,545660543,0.327,0.192,0.354,0.127,0,1.875778,3.304286,6.192697,5.409390,2.445942,15.140880,1.000000,7.861987
0936,"19_0_0,18_0_0,24_0_0,21_0_0,21_0_0,1_0_0,4_0_0","15_0_0,14_0_0,20_0_0,11_0_0,9_0_0,2_0_0,7_0_0",18,810445323,0.360,0.138,0.221,0.282,0,0.272905,3.066923,2.018599,1.385027,1.933442,12.399964,1.000000,0.757431
0937,"14_0_0","18_0_0",22,266363413,0.347,0.156,0.147,0.350,0,0.709211,1.831592,2.460881,0.292974,1.153661,1.715426,1.000000,0.936466
0938,"1_0_0,9_0_0,14_0_0,19_0_0,3_1_0,12_0_0,12_0_0","2_0_0,11_0_0,18_0_0,15_0_0,3_0_0,4_0_0,7_0_0",23,31307730,0.356,0.152,0.156,0.336,0,0.918238,9070.030405,13779.078888,3882.506920,11037.469181,27081.863479,1.000000,0.697550
0939,"25_0_0,1_0_0","25_1_0,2_0_0",21,346095869,0.296,0.276,0.212,0.216,0,0.369525,0.539894,0.848806,1.405838,0.223016,2.935450,1.000000,1.897885
0940,"18_0_0,11_0_0","14_0_0,9_0_0",23,724166632,0.342,0.130,0.249,0.279,0,0.700209,17483.530228,20724.840074,16516.515293,52658.642322,47377.419013,1.000000,2.266572
0941,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",23,568355437,0.315,0.077,0.109,0.499,0,5.244749,2.399748,6.604296,0.952113,1.144832,9.398276,1.000000,0.899468
0942,"1_0_0,4_0_0","2_0_0,7_0_0",24,659647400,0.233,0.244,0.280,0.242,0,0.628324,2.609969,4.241431,3.148701,1.269806,10.447220,1.000000,1.085043
0943,"18_0_0,2_1_0,4_0_0,11_0_0","14_0_0,1_1_0,7_0_0,9_0_0",18,28447960,0.315,0.143,0.217,0.325,0,0.298306,12134.533928,28537.727257,3251.725195,18496.578146,39211.601286,1.000000,1.966905
0944,"18_0_0,1_0_0","14_0_0,2_0_0",25,390427422,0.327,0.205,0.268,0.200,0,2.219368,2.968532,2.490390,0.223051,0.463522,4.784314,1.000000,0.851383
0945,"11_0_0","9_0_0",24,631238153,0.262,0.194,0.228,0.317,0,0.345121,3545.122222,7825.571369,1714.461977,6930.772089,9633.348946,1.000000,1.261066
0946,"19_0_0,24_2_0,1_0_0,11_0_0,14_1_0","15_0_0,20_0_0,2_0_0,9_0_0,18_1_0",23,909311136,0.320,0.259,0.231,0.190,0,0.983200,4536.339301,6701.111914,1361.679449,6485.982753,15166.372738,1.000000,0.957873
0947,"18_2_0,1_1_0,18_4_0,18_3_0,21_0_0,21_0_0,1_0_0","14_2_0,2_1_0,14_4_0,14_3_0,9_0_0,11_0_0,2_0_0",23,930294983,0.369,0.131,0.280,0.220,0,0.667298,5225.916709,8722.170394,3077.859459,4503.001820,16784.834273,1.000000,12.067562
0948,"2_1_0,14_0_0","1_1_0,18_0_0",21,61096582,0.331,0.220,0.149,0.300,0,0.413403,389.265438,730.082497,325.048084,606.205876,698.039986,1.000000,1.414534
0949,"1_0_0,11_0_0","2_0_0,9_0_0",25,654205762,0.338,0.145,0.310,0.207,0,2.325171,1218.716239,1830.392441,109.689562,762.577991,4416.506302,1.000000,1.507922
0950,"18_0_0,1_0_0,11_0_0,4_0_0","14_0_0,2_0_0,9_0_0,7_0_0",20,513843986,0.402,0.153,0.350,0.096,0,1.286313,1.709927,1.356476,1.883054,1.069044,8.317499,1.000000,0.900854
0951,"1_0_0,14_0_0","2_0_0,18_0_0",24,151675679,0.370,0.147,0.211,0.272,0,0.879371,5.793906,5.861872,1.507638,0.000100,5.793104,1.000000,0.689453
0952,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",22,142212260,0.317,0.123,0.145,0.415,0,1.505379,2.948081,2.651720,0.000100,1.420498,3.904563,1.000000,0.841005
0953,"4_1_0,9_0_0,9_0_0,14_0_0,4_0_0,2_0_0","7_1_0,21_0_0,11_0_0,18_0_0,7_0_0,1_0_0",19,358071345,0.390,0.120,0.194,0.295,0,0.672487,3.848410,1.340560,0.000100,0.574953,11.440794,1.000000,0.807787
0954,"18_0_0,11_0_0","14_0_0,9_0_0",23,34032376,0.307,0.267,0.153,0.273,0,0.436053,1.309886,2.213926,0.000100,0.831645,2.166928,1.000000,1.217364
0955,"4_0_0","7_0_0",18,102809790,0.421,0.132,0.106,0.341,0,0.503613,986.281003,858.467775,44.993101,1115.114723,4860.408719,1.000000,0.634259
0956,"12_1_0,15_0_0,11_0_0,1_0_0,4_0_0","12_2_0,22_0_0,9_0_0,2_0_0,7_0_0",20,338384703,0.516,0.260,0.082,0.142,0,0.825081,0.128964,1.181424,0.246672,1.489259,1.275973,1.000000,0.447335
0958,"18_4_0,21_3_0,21_3_0,11_1_0,11_1_0","14_4_0,11_0_0,21_0_0,11_2_0,9_1_0",18,470771258,0.171,0.134,0.249,0.446,0,0.447633,17266.133337,16511.253635,3069.060473,3241.539486,14946.618957,1.000000,1.383060
0959,"18_2_0,2_1_0,2_1_0,22_2_0,9_2_0","14_2_0,1_0_0,2_0_0,15_2_0,11_2_0",25,463266465,0.427,0.149,0.227,0.197,0,0.688486,1069.459081,1437.595198,250.243533,1042.862483,4308.135682,1.000000,4.674540
0960,"23_1_0,19_0_0,19_0_0,18_0_0,18_0_0,4_0_0,1_0_0,11_0_0","23_0_0,15_0_0,22_0_0,20_0_0,14_0_0,7_0_0,2_0_0,21_0_0",23,433117568,0.282,0.178,0.148,0.392,0,0.625019,140.480226,1272.505450,150.525046,0.000100,509.564367,1.000000,1.187751
0961,"11_0_0","9_0_0",19,439967749,0.306,0.205,0.185,0.305,0,0.339694,2301.692633,6171.798768,1951.946484,443.568119,4812.204831,1.000000,1.602003
0962,"18_2_0,18_0_0","14_2_0,14_0_0",24,912554358,0.275,0.205,0.195,0.325,0,0.591588,16.815794,67.232573,12.939360,18.222021,30.897854,1.000000,5.519007
0963,"1_0_0,9_0_0","2_0_0,11_0_0",21,718824117,0.374,0.197,0.234,0.194,0,1.252986,0.681337,2.315966,1.197391,0.000100,8.015341,1.000000,0.363239
0964,"9_2_0,1_0_0,11_0_0","11_2_0,2_0_0,9_0_0",22,478744363,0.391,0.273,0.113,0.223,0,0.656170,224.750969,368.984056,211.359156,0.000100,300.499370,1.000000,0.988008
0965,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",20,40816618,0.303,0.193,0.253,0.250,0,0.332026,0.772300,0.879010,0.205814,0.572364,2.268023,1.000000,1.742689
0966,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",24,813763454,0.250,0.186,0.188,0.376,0,1.698361,3.327011,3.036216,1.518803,7.422257,7.926041,1.000000,1.493595
0967,"2_0_0","1_0_0",25,800113587,0.348,0.200,0.106,0.346,0,2.520847,426.914914,1608.226795,91.120007,1547.418990,885.144154,1.000000,0.803497
0968,"2_0_0,11_0_0,15_0_0","1_0_0,9_0_0,22_0_0",21,808578546,0.335,0.190,0.171,0.303,0,0.382361,1251.086819,2296.299104,933.539112,0.000100,2452.018431,1.000000,0.605120
0969,"12_0_0,2_2_0,2_2_0,2_2_0,24_0_0,21_0_0,21_0_0,4_0_0","12_3_0,1_2_0,1_0_0,2_0_0,20_0_0,11_0_0,9_0_0,7_0_0",25,305154020,0.433,0.159,0.160,0.249,0,1.635143,279.673814,3302.235074,2192.094160,2157.617044,9277.341105,1.000000,1.330079
0970,"23_0_0,18_0_0,11_0_0","17_0_0,14_0_0,9_0_0",24,677591612,0.268,0.116,0.339,0.277,0,0.970091,8.313249,8.326006,1.529641,9.746930,14.747875,1.000000,1.750811
0972,"11_0_0,11_1_0,1_0_0","9_0_0,9_1_0,2_0_0",22,148004551,0.196,0.201,0.302,0.301,0,0.446724,1.662696,5.209711,1.200569,0.199814,3.200279,1.000000,2.073602
0973,"5_1_0,18_0_0,4_0_0","5_0_0,14_0_0,7_0_0",24,268591917,0.282,0.184,0.207,0.327,0,0.950521,1.736929,2.236007,1.239394,0.000100,1.901212,1.000000,0.919779
0974,"15_0_0,18_0_0","22_0_0,14_0_0",25,922313916,0.324,0.124,0.335,0.218,0,1.994599,17.344108,12.744247,10.868801,11.859513,98.451647,1.000000,1.010272
0975,"23_0_0,11_0_0,11_0_0","17_0_0,9_0_0,21_0_0",22,861975267,0.353,0.140,0.183,0.323,0,0.662479,1.293867,2.991611,0.076635,0.089428,2.918422,1.000000,1.124907
0976,"23_0_0,11_0_0","17_0_0,9_0_0",22,756580939,0.362,0.132,0.231,0.275,0,0.786657,2.691716,2.327696,0.758450,0.914120,5.618982,1.000000,2.117762
0977,"18_0_0,18_0_0,11_0_0","24_0_0,14_0_0,9_0_0",22,259645841,0.237,0.160,0.353,0.250,0,0.855088,11241.149059,12553.400878,3029.088100,6750.130998,24536.469266,1.000000,0.992904
0978,"9_0_0,9_0_0,14_0_0,14_0_0,23_0_0,15_0_0","21_0_0,11_0_0,20_0_0,18_0_0,17_0_0,22_0_0",19,206482525,0.390,0.181,0.107,0.322,0,1.008074,0.175112,2.667604,0.686616,1.119211,3.302783,1.000000,0.476614
0979,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",21,102553578,0.329,0.242,0.211,0.218,0,0.535329,3561.130620,5855.377244,4542.593771,2222.357879,8779.465453,1.000000,1.265859
0980,"18_0_0,1_0_0","14_0_0,2_0_0",25,837504115,0.365,0.235,0.185,0.215,0,0.750401,0.561135,2.226588,0.696421,1.074704,0.570937,1.000000,1.638065
0981,"18_0_0,11_0_0","14_0_0,9_0_0",25,610923668,0.366,0.189,0.157,0.288,0,1.385372,1387.087421,596.415890,155.043704,748.623208,2531.931558,1.000000,2.168211
0982,"11_0_0,1_0_0","9_0_0,2_0_0",22,384325105,0.352,0.294,0.192,0.162,0,0.837116,0.126655,1.110390,0.652335,0.000100,2.596000,1.000000,1.131880
0983,"15_1_0,18_4_0,23_0_0,4_1_0,11_0_0,11_0_0","19_1_0,14_4_0,17_0_0,7_1_0,9_0_0,21_0_0",24,529116035,0.372,0.175,0.201,0.253,0,0.761426,8.770666,14.175364,4.226614,26.869256,30.837606,1.000000,2.993538
0984,"18_0_0,1_0_0","14_0_0,2_0_0",22,129726426,0.427,0.142,0.162,0.269,0,0.657777,3.353590,1.715599,0.660729,3.096864,6.614289,1.000000,1.012242
0985,"1_0_0","2_0_0",23,46369231,0.317,0.189,0.255,0.239,0,0.441856,2.292351,2.502500,0.265626,0.336686,5.296954,1.000000,2.673487
0986,"1_1_0","2_1_0",20,223067115,0.380,0.157,0.223,0.240,0,0.911293,2.230450,4.556471,0.340348,3.299449,2.646352,1.000000,0.312397
0987,"18_2_0,14_0_0,23_0_0","14_2_0,18_0_0,17_0_0",21,653772430,0.346,0.118,0.194,0.342,0,0.447868,1.956569,1.632609,0.203421,0.000100,3.312973,1.000000,0.870816
0988,"24_0_0,11_1_0,11_0_0","20_0_0,9_1_0,9_0_0",21,902260587,0.318,0.109,0.242,0.331,0,0.559504,2.588149,1.977423,0.000100,0.000100,4.167143,1.000000,1.050626
0989,"18_0_0,4_0_0","14_0_0,7_0_0",24,740533262,0.206,0.299,0.272,0.224,0,1.227660,7.949986,13.083382,8.512169,2.232548,16.640029,1.000000,2.526120
0990,"11_0_0,11_0_0","21_0_0,9_0_0",22,116524957,0.240,0.249,0.157,0.354,0,2.167785,4.943692,12.862875,2.111724,1.911790,9.452225,1.000000,0.230344
0991,"9_0_0","11_0_0",20,607496075,0.211,0.251,0.185,0.352,0,0.383865,3.575902,4.290556,0.291111,0.873142,3.773122,1.000000,1.531692
0992,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",24,786505140,0.371,0.162,0.154,0.314,0,0.650208,16.350170,180.682427,15.362098,116.086582,207.465597,1.000000,1.382444
0993,"18_0_0,1_0_0,11_0_0,4_0_0","14_0_0,2_0_0,9_0_0,7_0_0",24,58982308,0.390,0.136,0.267,0.206,0,0.678227,14.539766,11.093469,1.460266,1.002624,19.249985,1.000000,3.263813
0994,"9_0_0,9_0_0","21_0_0,11_0_0",22,430011869,0.373,0.133,0.310,0.183,0,0.796267,14.414375,9.511706,0.971533,16.253960,56.731516,1.000000,0.222946
0995,"18_0_0,24_0_0,11_0_0,4_0_0","14_0_0,20_0_0,9_0_0,7_0_0",18,613733864,0.210,0.163,0.245,0.381,0,0.292339,5.518066,9.356621,0.000100,0.000100,4.528036,1.000000,0.655559
0996,"18_0_0,11_0_0,1_0_0","14_0_0,9_0_0,2_0_0",23,553445217,0.386,0.190,0.119,0.306,0,2.552355,6.408655,12.490359,0.180217,3.312566,6.334390,1.000000,1.134286
0997,"23_1_0,18_0_0,11_0_0,4_0_0","17_1_0,14_0_0,9_0_0,7_0_0",20,978557554,0.465,0.204,0.127,0.203,0,0.487520,0.575142,4.321501,0.002916,1.825395,3.421627,1.000000,1.400497
0998,"14_0_0","18_0_0",24,252705150,0.400,0.168,0.160,0.272,0,1.268849,4.131704,6.021674,1.634184,2.045973,3.892473,1.000000,0.592324
0999,"25_0_0,18_0_0,24_0_0,24_0_0,24_0_0,24_0_0,1_0_0","6_0_0,14_0_0,13_0_0,16_0_0,8_0_0,20_0_0,2_0_0",22,607171457,0.311,0.113,0.424,0.153,0,0.842484,15372.328633,13007.461367,6017.011699,5375.898522,62031.105181,1.000000,0.658470
1000,"15_0_0,17_0_0,11_0_0","22_0_0,17_2_0,9_0_0",22,29642028,0.266,0.290,0.183,0.261,0,0.776826,2.111127,13.987698,4.338966,3.598884,11.247197,1.000000,0.946442
